name,country,height_cm,weight_kg,age,birthdate,singles_rank_current,singles_rank_highest,doubles_rank_current,doubles_rank_highest,sex,plays
Duran Vinueza Sofia Daniela,Ecuador,,,28,7. 10. 1997,,,,,woman,right
Asadi Mohsen,Iran,,,42,7. 11. 1983,,,,,man,right
Cimadamore-Werthein Guido,Norway,,,28,9. 9. 1997,,,,,man,right
Buenviaje Ana-Regina,Philippines,,,36,25. 9. 1989,,,,,woman,right
Monferrer Ezequiel,Argentina,,,22,16. 5. 2003,985,905,1004,719,man,right
Huish Jean-Pierre,Namibia,,,47,12. 8. 1978,,,,,man,right
Vanta Valentin,Romania,180,67,28,28. 9. 1997,1731,996,2106,962,man,right
Christopoulou Adreanna,Greece,,,33,9. 3. 1993,,,-,1082,woman,right
Zhukov Maxim,Russia,,,21,30. 1. 2005,517,449,861,781,man,right
Rappaccioli Rodrigo,Nicaragua,,,35,26. 9. 1990,-,1469,,,man,right
Zeidan Wael,Senegal,,,44,18. 8. 1981,,,,,man,right
Bagola Alesa,Slovenia,,,40,2. 12. 1985,-,272,-,677,woman,right
Allgardh Christer,Sweden,,,59,20. 2. 1967,,,,,man,right
Arslan Hasret,Turkey,,,30,20. 1. 1996,,,,,woman,right
Baglais Kriss,Latvia,,,35,13. 10. 1990,,,,,man,right
Ban Eun-Young,South Korea,,,46,3. 4. 1979,-,762,-,627,woman,right
Jacobs Lesedi Sheya,Namibia,,,28,1. 10. 1997,-,871,-,1065,woman,right
Leong Justine Sophie Kwan Tung,Hong Kong,,,24,1. 7. 2001,,,-,901,woman,right
Liu Shaoyun,China,,,24,27. 1. 2002,1782,1631,867,799,man,right
Werner Caroline,Germany,,,29,8. 4. 1996,238,222,977,452,woman,right
Lene Emma,France,,,26,15. 7. 1999,611,351,740,329,woman,right
Sheehy Joshua,USA,188,80,29,28. 1. 1997,538,536,204,177,man,left
Christofi Argiro,Greece,,,34,14. 6. 1991,,,,,woman,right
Campines Nunez Agustin,Panama,,,38,9. 6. 1987,,,,,man,right
Al Toobli Faris Abdulhusain Abdulkarim,Bahrain,,,20,1. 1. 2006,,,,,man,right
Chatziavraam Eleni,Greece,,,,,,,1670,1288,woman,right
Savic Jovan,Yugoslavia,,,50,15. 12. 1975,-,758,-,678,man,right
Chaudhry Muhammad Haroon Zahid,Pakistan,,,34,7. 8. 1991,,,,,man,right
Goffin David,Belgium,180,70,35,7. 12. 1990,143,7,-,14,man,right
Wiskandt Max,Germany,,,24,1. 2. 2002,466,377,747,614,man,right
Callejon Hernando Sergio,Spain,,,21,16. 9. 2004,508,508,630,617,man,right
Vardhan Vishnu,India,188,84,38,27. 7. 1987,1193,262,853,92,man,right
Naing Kyaw Zaw,Myanmar,,,37,29. 11. 1988,,,,,man,right
Galindo Jose Pedro,Guatemala,,,31,27. 6. 1994,,,,,man,right
Khachatryan Khachatur,Armenia,,,35,5. 3. 1991,-,1222,,,man,right
Coeuillet Abygail Candice,Vanuatu,,,,,,,,,woman,
Sakamoto Pedro,Brazil,178,78,32,29. 6. 1993,379,271,1092,274,man,right
Alvarez Oscar,Peru,,,30,20. 5. 1995,,,,,man,right
Djukic Strahinja,Malta,,,,,,,,,man,right
Andreev Petar,Bulgaria,,,29,25. 2. 1997,,,,,man,right
Geller Nicole,Latvia,,,25,1. 1. 2001,,,,,woman,right
Cengiz Berfu,Turkey,,,26,18. 10. 1999,482,190,483,214,woman,right
Pavlova Kira,Russia,,,,,362,353,480,337,woman,right
Broadfoot Gabriella,RSA,,,,,1005,923,698,647,woman,right
Miller Katri,Estonia,,,42,19. 9. 1983,,,-,872,woman,right
Capdequi Alejandro,Greece,,,30,15. 9. 1995,,,-,1557,man,right
Frutos Alonso Alvaro Ariel,Paraguay,,,,,,,-,1998,man,right
Ching Luis,Panama,,,22,16. 3. 2003,,,,,man,right
Najarian Madona,Iran,,,36,6. 5. 1989,,,,,woman,right
Cardenas Maria Andrea,Venezuela,,,31,16. 12. 1994,-,1036,-,496,woman,right
Sekonopo Nina,Botswana,,,,,,,,,woman,right
Hassan Amr,Yemen,,,,,,,,,man,
Bonilla Angela,Colombia,,,30,26. 2. 1996,,,,,woman,right
Pennaforti Gabriele,Italy,,,25,14. 9. 2000,613,383,-,1010,man,right
Rodriguez Alvaro,Nicaragua,,,33,2. 5. 1992,,,,,man,right
Abdullah Ali,Pakistan,,,38,14. 4. 1987,,,-,1343,man,right
Andriyanto Setyo,Indonesia,,,43,1. 3. 1983,,,,,man,right
Magarino Lopez Claudia Lazara,Cuba,,,31,1. 4. 1994,,,,,woman,right
Farima Renata,Moldavsko,,,,,,,,,woman,right
El Jardi Diae,Morocco,,,25,13. 10. 2000,1015,1010,391,355,woman,right
Gomez Zavala Rafaela Sofia,Peru,,,,,,,,,woman,
Azam Khan Mansoor,Pakistan,,,37,18. 11. 1988,,,,,man,right
Al Sulaiti Ghanim,Qatar,,,19,1. 1. 2007,,,-,2484,man,right
Kawas Christian,Honduras,,,48,20. 1. 1978,,,-,1077,man,right
Al-Shammari Mohammed Hashim,Iraq,,,,,,,,,man,right
Koh Brian,Singapore,,,34,18. 1. 1992,,,,,man,right
Doskocil Martin,Czech Republic,,,,,2050,2039,,,man,right
Amdjadian Amir,Iran,,,42,21. 6. 1983,,,,,man,right
Demirtzi Anna,Cyprus,,,,,,,,,woman,right
Hakim Serif,Lebanon,,,38,19. 8. 1987,,,,,man,right
Pavlicic Damir,Yugoslavia,,,50,25. 1. 1976,,,,,man,right
Chen Yu Hsi,Chinese Taipei,,,,,,,,,woman,right
Anttinen Mikael,Finland,,,41,12. 4. 1984,,,,,man,right
Ruzic Antonia,Croatia,,,23,20. 1. 2003,57,51,1101,544,woman,right
Hounkpevi Felix,Benin,,,36,2. 10. 1989,-,1702,,,man,right
Apatu River,New Zealand,,,21,1. 1. 2005,,,,,man,right
Chalard Satjakon,Thailand,,,28,19. 2. 1998,,,,,man,right
Albornoz Julieta,Argentina,,,26,6. 9. 1999,,,,,woman,right
Sevastova Anastasija,Latvia,169,65,35,13. 4. 1990,188,11,510,56,woman,right
Jin Yuquan,China,,,25,12. 12. 2000,1171,1011,761,565,man,right
Gevorgyan Ashot,Armenia,,,36,21. 11. 1989,-,1525,,,man,right
Kalanov Georios,Cyprus,,,46,12. 2. 1980,,,-,1358,man,right
Brody Rebecca,RSA,,,25,7. 3. 2001,,,,,woman,right
Adler Ziv,Israel,,,29,27. 1. 1997,,,,,man,right
Abeyewardene Ramesh,Sri Lanka,,,53,17. 9. 1972,,,,,man,right
Kaul Maria Lota,Estonia,,,25,30. 4. 2000,-,733,-,676,woman,right
Echargui Moez,Tunisia,180,75,33,10. 1. 1993,138,134,1442,362,man,right
Bagerbaseh Lameck,Ghana,,,,,,,,,man,right
Humayun Zeeshan,Pakistan,,,34,26. 4. 1991,,,,,man,right
Jovanovic Cvijeta,Bosnia and Herzeg.,,,30,9. 5. 1995,,,,,woman,right
Amoyal Ofek,Israel,,,26,24. 9. 1999,-,1634,,,man,right
Diaz-Hernandez Lumais,Cuba,,,39,18. 5. 1986,,,,,woman,right
Sakatsume Himeno,Japan,,,24,3. 8. 2001,136,132,539,341,woman,right
Mohd Adam Das Suhana Sofia,Malaysia,,,25,30. 8. 2000,,,,,woman,right
Sumizawa Daisuke,Japan,175,67,27,31. 1. 1999,893,687,872,512,man,right
Barbosa Perez Sofia,Uruguay,,,,,,,,,woman,right
Aguilera Jorge,Bolivia,,,37,5. 5. 1988,,,,,man,right
Azaddoost Sara,Iran,,,,,,,,,woman,
Mintegi Del Olmo Ane,Spain,,,22,24. 10. 2003,367,359,-,789,woman,right
Andric Andjelka,Serbia,,,25,9. 3. 2001,,,,,woman,right
Bokor Veronika,Austria,,,25,14. 3. 2000,-,1223,-,1025,woman,right
Abdelaal Kenzy,Egypt,,,,,,,,,woman,right
Andreevskaya Vladislava,Kyrgyzstan,,,,,-,1111,1223,801,woman,right
Gaubas Vilius,Lithuania,,,21,29. 12. 2004,101,101,1009,1004,man,right
Tona Miriana,Italy,,,31,9. 1. 1995,360,310,270,246,woman,right
Abanda Francoise,Canada,178,66,29,5. 2. 1997,1007,111,1004,201,woman,right
Apisah Patricia,Papua N. Guinea,,,24,14. 11. 2001,,,,,woman,right
Helgstrand Sofia,Denmark,,,31,24. 5. 1994,,,,,woman,right
Mitevska Ana,North Macedonia,,,19,1. 1. 2007,,,,,woman,right
Slavikova Emma,Czech Republic,,,23,1. 1. 2003,1199,1093,632,579,woman,right
Dugbah Bernard,Ghana,,,33,24. 4. 1992,,,,,man,right
Joronen Elina,Finland,,,28,8. 8. 1997,,,,,woman,right
Baker Isabella,Canada,,,,,,,,,woman,right
Cassar Kimberley,Malta,,,33,7. 5. 1992,-,1037,-,854,woman,right
Lee Eunji,South Korea,,,30,14. 2. 1996,1299,1010,1436,1139,woman,right
Slavuljica Vuk,Montenegro,,,34,19. 2. 1992,,,,,man,right
Gauto Martinez Erika Abigail,Paraguay,,,25,31. 3. 2000,,,,,woman,right
Abdurakhmonov Muhammadmustafo,Uzbekistan,,,26,5. 11. 1999,,,,,man,right
Abaroa Enrique,Mexico,,,52,10. 1. 1974,-,1030,-,170,man,right
Rodriguez David William,Trinidad,,,22,1. 1. 2004,,,,,man,right
Bak Szabo Norina,Hungary,,,19,1. 1. 2007,,,,,woman,right
Manishimwe Emmanuel,Rwanda,,,20,1. 1. 2006,,,,,man,right
Rengifo Frazier,Colombia,,,27,19. 1. 1999,1366,1323,-,1963,man,right
O'Connell Benjamin,Australia,,,26,31. 3. 1999,1239,1236,1808,1775,man,right
Calderon Paola,Puerto Rico,,,35,23. 3. 1990,,,,,woman,right
Yamaguchi Mei,Japan,,,26,14. 6. 1999,280,242,-,652,woman,right
Bezverkhova Kira,Uzbekistan,,,42,3. 3. 1984,,,,,woman,right
Adjei-Darko Henry,Ghana,,,43,28. 2. 1983,-,276,-,358,man,right
Byashimov Ibragim,Turkmenistan,,,34,22. 6. 1991,,,,,man,right
Bojic Milica,Bosnia and Herzeg.,,,24,10. 9. 2001,,,,,woman,right
Jilly Adam,Hungary,,,20,1. 1. 2006,1085,1076,1158,1061,man,right
Kwon Soon Woo,South Korea,180,72,28,2. 12. 1997,342,52,597,81,man,right
Akhmadaliev Rasul,Uzbekistan,,,29,11. 7. 1996,-,1701,,,man,right
Gethin Jonah,Hong Kong,,,22,1. 1. 2004,,,,,man,right
Zheng Zhan,China,,,,,2198,1640,1169,428,man,right
Minassie Nebyou,Ethiopia,,,,,,,,,man,
Testemitanu Ana,Moldavsko,,,29,4. 9. 1996,,,,,woman,right
Anays Yael,Israel,,,35,11. 9. 1990,,,,,woman,right
Ishimwe Raoul,Rwanda,,,22,1. 1. 2004,,,,,man,right
Zhang Ying,China,,,29,15. 4. 1996,514,356,306,253,woman,right
Kountourakis Ioannis,Greece,,,23,16. 11. 2002,1429,1190,1605,1272,man,right
Bong Jan Thong Angie,Indonesia,,,,,,,,,woman,
Tinmyowai Tin,Myanmar,,,,,,,,,man,
Latt Zaw-Zaw,Myanmar,,,42,28. 4. 1983,,,,,man,right
Bursau Yauheni,Belarus,,,20,1. 1. 2006,,,,,man,right
Gogeliya Konstantine,Georgia,,,,,,,-,2008,man,right
Madarasz Gergely,Hungary,180,80,31,1. 10. 1994,1035,441,1015,629,man,left
Cilliers Mia-Leigh,RSA,,,22,1. 1. 2004,,,,,woman,right
Calmet Diego,Peru,,,23,25. 3. 2002,,,,,man,right
Aslan Temirlan,Kazakhstan,,,,,,,,,man,right
Al Solaiteen Hamed,Kuwait,,,43,5. 7. 1982,-,1333,,,man,right
Duvanaeva Bermet,Kyrgyzstan,,,38,28. 1. 1988,-,449,-,822,woman,right
Acosta Noelia Belen,Argentina,,,25,25. 9. 2000,,,,,woman,right
Hurtado Novoa Nicolas,Colombia,,,,,2176,1874,2023,2018,man,right
Sigsgaard Christian,Denmark,,,28,14. 3. 1997,848,501,833,386,man,right
Kitahara Yuno,Japan,,,,,573,557,792,792,woman,right
Alyeksyeyev Denys,Ukraine,,,39,24. 6. 1986,,,,,man,right
Nocos Tiffany Claire,Philippines,,,,,,,,,woman,left
Hagelberg Lily,Finland,,,,,,,,,woman,
Our Sarith,Cambodia,,,33,5. 1. 1993,,,,,man,right
Khamphoumy Anandone,Laos,,,29,19. 10. 1996,,,,,man,right
Ching Karla,Panama,,,19,1. 1. 2007,,,,,woman,right
Leung Nga Lam,Hong Kong,,,,,,,,,woman,right
Botshoma Laone,Botswana,,,38,16. 7. 1987,,,,,woman,right
Bonzi Benjamin,France,185,76,29,9. 6. 1996,111,42,252,121,man,right
Lal Shibu (1989),Bangladesh,,,37,2. 1. 1989,,,,,man,right
Bruce Dominique,RSA,,,33,28. 3. 1992,,,,,woman,right
Acero Carlos,Mexico,,,46,13. 11. 1979,,,,,man,right
Shizinov Faziol,Azerbaijan,,,40,1. 1. 1986,,,,,man,right
Khan Laquisa,Australia,,,24,1. 1. 2002,749,749,1171,1049,woman,right
Ballesteros Aldana Valentina,Colombia,,,,,,,,,woman,right
Jun Nam Yeon,Korea,,,30,5. 11. 1995,-,861,-,1139,woman,right
Baindl Kateryna,Ukraine,175,51,32,20. 2. 1994,-,62,-,141,woman,right
Le Trung Tinh,Viet Nam,,,26,27. 12. 1999,,,,,man,right
McNally Caty,USA,167,51,24,20. 11. 2001,68,54,52,11,woman,right
Kamrowski Marcel,Poland,,,22,28. 3. 2003,1268,1051,2665,1345,man,right
Montgomery Robin,USA,,,21,5. 9. 2004,295,95,356,119,woman,left
Dmitrichenko Yekaterina,Kazakhstan,,,24,16. 10. 2001,-,723,1596,538,woman,right
Bogomazova Kristina,New Zealand,,,,,,,,,woman,right
Dannhauser Ané,RSA,,,22,1. 1. 2004,,,,,woman,right
Chursina Sofiya,Kazakhstan,,,,,-,1259,-,1314,woman,right
Pakbaten Ghazal,Iran,,,27,4. 9. 1998,,,,,woman,right
Sen Susmita,Bangladesh,,,,,,,,,woman,
Jeanjean Leolia,France,,,30,14. 8. 1995,123,91,177,162,woman,right
Jang Gaeul,South Korea,,,,,784,730,1058,1013,woman,right
Aflalo Ben,Israel,,,31,5. 12. 1994,,,,,man,right
De Santis Gabriella,Venezuela,,,30,1. 11. 1995,-,967,,,woman,right
Aidil Faisal,Indonesia,,,37,24. 7. 1988,-,1360,-,1321,man,right
Lee Junhyun,South Korea,170,72,23,16. 4. 2002,1224,1214,1600,1509,man,right
Hunte Jordan,Saint Lucia,,,23,21. 2. 2003,,,,,man,right
Vucenovic Aleksandra,Yugoslavia,,,44,31. 8. 1981,-,516,-,545,woman,right
Abaza Sarah,Egypt,,,45,21. 1. 1981,-,944,,,woman,right
Martinez Alex,Spain,,,24,19. 3. 2001,412,412,392,388,man,right
Chavez Jacobo,Guatemala,,,55,12. 1. 1971,-,851,-,1154,man,right
Karimli Ayshan,Azerbaijan,,,15,1. 1. 2011,,,,,woman,right
Zaar Lisa,Sweden,,,25,30. 4. 2000,469,395,208,168,woman,right
Abou Gabal Shehab,Egypt,,,25,7. 1. 2001,,,,,man,right
Georgopoulus Annerly,Samoa,,,23,8. 1. 2003,-,1098,-,814,woman,right
Ali Ibrahim,Indonesia,,,33,3. 6. 1992,,,,,man,right
Dowuona Raphael Nii Nortei,Ghana,,,,,,,,,man,right
Kim Na-Ri,South Korea,,,35,4. 4. 1990,1366,286,378,221,woman,right
Yamasaki Jumpei,Japan,180,75,28,2. 7. 1997,870,446,1447,501,man,right
Horoz Alp,Turkey,,,30,28. 4. 1995,1290,1239,674,669,man,right
Abiodun Paul,Nigeria,,,44,15. 3. 1981,,,,,man,right
You Xiaodi,China,,,29,12. 5. 1996,247,168,285,102,woman,right
Yazdani Ali,Iran,,,22,9. 9. 2003,697,684,933,933,man,right
Aleksovski Marko,North Macedonia,,,15,1. 1. 2011,,,,,man,right
Rakotohasy Jean-Jacques,Madagascar,,,31,23. 8. 1994,-,1579,-,1639,man,left
Al Abdul Mohsen Faisal,Kuwait,,,30,1. 6. 1995,,,,,man,right
Bukta Agnes,Hungary,,,32,29. 10. 1993,-,294,-,209,woman,right
Catala Jorge,Cuba,,,47,19. 6. 1978,,,,,man,right
Boonyawat Tapanee,Thailand,,,,,,,,,woman,right
Lopez Chrystal,Belgium,,,,,1455,1445,1352,1343,woman,right
Suleymanova Ulviyya,Azerbaijan,,,22,23. 4. 2003,,,,,woman,right
Castillo Joan,Dominican Rep.,,,30,25. 7. 1995,,,,,man,right
Bertolis Georgios,Greece,,,30,18. 1. 1996,,,,,man,right
Aravis Andreas,Cyprus,,,28,1. 4. 1997,,,,,man,right
Johansson Oliver,Sweden,,,,,1940,1933,520,520,man,right
Lagaev Nadia,Canada,,,,,1043,850,1483,1156,woman,right
Stusek Julia,Germany,,,,,571,550,843,835,woman,right
Heussner Emmanuel,Monaco,,,55,3. 2. 1971,-,1323,,,man,right
Bayma Eduardo,Algeria,,,33,10. 12. 1992,,,,,man,right
Ekios Tekeme,Nigeria,,,43,28. 6. 1982,,,,,woman,right
Ellis Brian,Jamaica,,,51,8. 12. 1974,,,,,man,right
Bachev Ted,Bulgaria,,,29,8. 10. 1996,-,1580,,,man,right
Gamboa Alejandra,Bolivia,,,36,21. 1. 1990,,,,,woman,right
Marchenko Illya,Ukraine,185,82,38,8. 9. 1987,1687,49,-,176,man,right
Davila De M. Rocio,Venezuela,,,55,27. 10. 1970,,,,,woman,right
Hyseni Enki,Albania,,,,,,,,,woman,
Nunez Daniel Antonio,Chile,,,24,2. 6. 2001,702,660,661,537,man,right
Goncalves Miguel,Mozambique,,,41,3. 7. 1984,,,,,man,right
Martincova Tereza,Czech Republic,179,64,31,24. 10. 1994,290,40,-,77,woman,right
Tsiang Tshegofatso,Botswana,,,,,,,,,woman,right
Rubio Fierros Alan Fernando,Mexico,,,27,3. 2. 1999,592,579,947,510,man,right
Acosta Melody,Argentina,,,38,20. 2. 1988,,,,,woman,left
Arn Greta,Hungary,180,68,46,13. 4. 1979,-,40,-,175,woman,right
Farron-Mahon Alex,Ireland,,,44,24. 11. 1981,,,,,man,right
Ben-Or Lee,Israel,,,29,1. 12. 1996,,,,,woman,right
Al Balushi Maryam,Oman,,,,,,,,,woman,
Al Ali Ahmed,Qatar,,,30,23. 11. 1995,,,,,man,right
Moyo Vimbai Heidi,Zimbabwe,,,23,15. 5. 2002,,,,,woman,right
Montesino Yoannis,Cuba,,,54,26. 6. 1971,-,721,-,572,woman,right
Andlovic Kristina,Sweden,,,38,17. 4. 1987,-,478,-,504,woman,right
Oo Zaw San,Myanmar,,,27,5. 6. 1998,,,,,man,right
Odocken Edward,Uganda,,,42,1. 3. 1984,,,,,man,right
Basto Camila,Colombia,,,27,12. 2. 1999,,,,,woman,right
Denisov Ivan,Russia,,,25,7. 6. 2000,1196,1061,964,637,man,right
Badza Nigel,Zimbabwe,,,42,6. 3. 1984,,,,,man,right
Diaz Savia,New Zealand,,,35,13. 8. 1990,,,,,woman,right
Anderson Andrew,RSA,193,79,42,8. 4. 1983,-,376,-,315,man,right
Andrade Sabando Nicolas Francisco,Ecuador,,,,,,,,,man,
Mutua Mathew Musyoki,Kenya,,,39,17. 7. 1986,,,,,man,right
Hagen Ian Ronald,Guatemala,,,30,13. 4. 1995,,,,,man,right
Tan Sue Yan,Singapore,,,,,,,,,woman,right
Paul Tommy,USA,185,82,28,17. 5. 1997,24,8,511,52,man,right
Nordquist Arvid,Sweden,185,84,27,8. 6. 1998,1704,889,-,1332,man,right
Adeikyte Anastasija,Lithuania,,,22,1. 1. 2004,,,,,woman,right
Iakubenko Volodymyr,Ukraine,,,20,19. 7. 2005,1139,1129,1324,1310,man,right
Yuan Yue (1998),China,,,27,25. 9. 1998,120,36,138,57,woman,right
Alispahic Emir,Bosnia and Herzeg.,,,20,1. 1. 2006,,,,,man,right
Makk Peter,Hungary,,,24,20. 10. 2001,716,716,1018,1018,man,right
Barouta Markella,Greece,,,29,20. 8. 1996,,,,,woman,right
Sadi Kett,Syria,,,31,22. 1. 1995,,,,,woman,right
Bennett Kevron,Jamaica,,,43,10. 2. 1983,-,1333,,,man,right
Al Khulaifi Nasser-Ghanim,Qatar,,,52,12. 11. 1973,-,1024,-,1224,man,right
Huesler Marc-Andrea,Switzerland,196,88,29,24. 6. 1996,221,47,254,132,man,left
Arandia Lorena,Bolivia,,,33,28. 4. 1992,,,,,woman,right
Finkelstein Joshua,Hong Kong,,,38,30. 5. 1987,,,,,man,right
Birungi Edward,Uganda,,,27,1. 1. 1999,,,,,man,right
Barbulescu Bianca Elena,Romania,,,,,614,549,832,774,woman,right
Becirovic Novak Mark,Slovenia,,,18,1. 1. 2008,,,,,man,right
Cicenas Linas,Lithuania,,,41,1. 2. 1985,,,,,man,right
Albayrak Elif,Turkey,,,,,,,,,woman,right
Jeran Aljaz,Slovenia,,,,,1202,1199,1805,1735,man,right
Branstine Carson,Canada,,,25,9. 9. 2000,245,172,866,203,woman,right
Khalifa Mahmoud,UAE,,,46,28. 7. 1979,,,,,man,right
Xu Weitao,China,,,,,2105,1648,1895,1811,man,right
Hu Feier,China,,,,,1148,1092,852,842,woman,right
Asatiani Nodar,Georgia,,,40,28. 1. 1986,,,,,man,right
Abramovich Omer,Israel,,,41,5. 7. 1984,-,1013,-,1441,man,right
Havugimana Olivier,Rwanda,,,29,16. 12. 1996,-,1658,,,man,right
Feldmane Daniela Darta,Latvia,,,19,1. 1. 2007,1279,1275,980,980,woman,right
Abu Mushraf Linda,Bahrain,,,34,21. 3. 1991,,,,,woman,right
Batmanovs Daniils,Latvia,,,25,17. 4. 2000,,,,,man,right
Malla Bastian,Chile,,,29,22. 9. 1996,1322,362,2307,544,man,right
Baratte Dany,Thailand,,,31,23. 6. 1994,,,,,man,right
Bautista-Agut Roberto,Spain,183,75,37,14. 4. 1988,93,9,-,13,man,right
Avtamonov Elesey,Ukraine,,,24,14. 4. 2001,,,,,man,right
Tatuhey Romano,Antily (NIZ),,,40,19. 5. 1985,-,1016,-,1118,man,right
Almatar Saleh,Saudi Arabia,,,26,12. 4. 1999,,,,,man,right
Espinoza Walner,Panama,,,31,20. 6. 1994,,,,,man,right
Huynh Khang Quoc Thang,Viet Nam,,,,,,,,,man,
Botshoma Lame,Botswana,,,33,3. 2. 1993,,,-,1374,man,right
Vlasselaer Clara,Belgium,,,25,3. 3. 2001,646,398,913,652,woman,right
Reda Ezzat Eyad,Egypt,,,,,1940,1841,,,man,right
Bastidas Alberto,Venezuela,,,50,10. 3. 1976,,,,,man,right
Ayadi Zeinab,Tunisia,,,17,1. 1. 2009,,,,,woman,right
Maldonado Martin,Ecuador,,,,,1940,1780,1627,1563,man,right
Abdul Shakoor Asad,Pakistan,,,32,6. 12. 1993,,,,,man,right
Iu Si Nong,Macau,,,27,10. 3. 1999,,,,,woman,right
Aguilar Gonzales Luis,Peru,,,32,12. 5. 1993,,,,,man,right
Jakhoukh Anouar,Gabon,,,35,9. 9. 1990,,,,,man,right
Hribar Matic,Slovenia,,,19,1. 1. 2007,1940,1931,2663,2585,man,right
Fouad Nada,Egypt,,,,,877,877,838,817,woman,right
Akkar Manar,Morocco,,,43,19. 3. 1982,,,,,woman,right
Rocha Francisco,Portugal,,,26,4. 10. 1999,786,675,275,269,man,right
Almohannadi Hamad,Qatar,,,25,16. 6. 2000,,,,,man,right
Corduneanu Evghenii,North Macedonia,,,42,14. 4. 1983,-,1278,-,1108,man,right
Frere Ornella,Cameroon,,,32,10. 12. 1993,,,,,woman,right
Kumasaka Takuya,Japan,175,72,27,12. 10. 1998,479,449,1526,1264,man,right
Baginova Jana,Slovakia,,,37,21. 5. 1988,,,,,woman,right
Sodji Kodio Firmin,Togo,,,51,12. 8. 1974,-,1351,,,man,right
Bolivar Viviana,Colombia,,,33,19. 4. 1992,,,,,woman,right
Derar Hussam,Sudan,,,37,20. 7. 1988,,,,,man,right
Almashev Zhanger,Kazakhstan,,,,,,,,,man,right
Bendahhou Zainab,Morocco,,,26,7. 6. 1999,,,,,woman,right
Eklund Mia Nicole,Finland,,,31,30. 10. 1994,-,534,-,419,woman,right
Alcala Renzo,Venezuela,,,30,10. 11. 1995,,,,,man,right
Curran Claire,Ireland,,,48,10. 3. 1978,-,923,-,89,woman,right
Talantkyzy Bermet,Kyrgyzstan,,,28,23. 1. 1998,,,,,woman,right
Harutyunyan Arman,Armenia,,,40,14. 10. 1985,,,,,man,right
Eala Alexandra,Philippines,,,20,23. 5. 2005,32,31,105,99,woman,left
Murta Ines,Portugal,,,28,31. 5. 1997,861,546,847,406,woman,right
Bredenkamp Roxy,RSA,,,17,1. 1. 2009,,,,,woman,right
Avalos-Brenes Rafael,Costa Rica,,,64,21. 6. 1961,-,1166,-,1464,man,right
Maarschalk Ryan,Zimbabwe,,,43,20. 3. 1982,,,,,man,right
Diyas Zarina,Kazakhstan,172,62,32,18. 10. 1993,296,31,-,89,woman,right
Garstea Daniela,Moldavsko,,,30,5. 2. 1996,,,,,woman,right
Wessels Louis,Germany,198,90,27,27. 8. 1998,602,267,722,335,man,right
Nakagawa Shunsuke,Japan,,,26,7. 3. 2000,901,845,238,234,man,right
Alvarenga Ruben,Paraguay,,,53,29. 8. 1972,,,-,1343,man,right
Oyunbat Baatar,Mongolia,,,36,26. 3. 1989,,,,,man,right
Beveraggi Lespiau Pilar,Argentina,,,,,1255,1234,906,873,woman,right
Ursu Vadym,Ukraine,180,71,29,1. 1. 1997,427,299,631,502,man,right
Gauntlett Sam,Hong Kong,,,25,20. 12. 2000,,,,,man,right
Galvez Isaacs Daniella,Guatemala,,,23,1. 1. 2003,,,,,woman,right
Stoiber Ranah Akua,Great Britain,,,,,462,421,842,381,woman,right
Dimovski Gorjan,North Macedonia,,,38,6. 5. 1987,,,,,man,right
Jiang Fumin,China,,,19,1. 1. 2007,1529,1460,2125,2091,man,right
Salimova Yosuman,Tajikistan,,,,,,,,,woman,right
Zabolotnaia Eva,Moldavsko,,,,,-,1318,939,881,woman,right
Lakicevic Stefana,Montenegro,,,35,9. 11. 1990,-,1074,,,woman,right
Adanali Mert,Turkey,,,30,5. 1. 1996,-,1351,-,1339,man,right
Bovhan Denis,Slovenia,,,45,10. 6. 1980,-,1507,,,man,right
Oh Min Hyeng,Korea,,,32,6. 3. 1994,,,,,woman,right
Atanasov Krasimir,Bulgaria,,,41,19. 12. 1984,,,,,man,right
Farhat Kassem,Lebanon,,,24,3. 5. 2001,,,,,man,right
Alberts Ruben,RSA,,,29,25. 6. 1996,-,1644,,,man,right
Sultanova Dilara,Turkmenistan,,,22,1. 1. 2004,,,,,woman,right
Djaballah Mounir Abd El Hamid,Algeria,,,39,29. 11. 1986,,,,,man,right
Doberlet Pika,Slovenia,,,21,1. 1. 2005,,,,,woman,right
Alzate Maria Juliana,Colombia,,,29,17. 9. 1996,,,,,woman,right
Daniilidou Eleni,Greece,182,72,43,19. 9. 1982,-,14,-,21,woman,right
Sinner Jannik,Italy,188,76,24,16. 8. 2001,2,1,-,34,man,right
Andersen Jan-Frode,Norway,,,53,29. 8. 1972,-,136,-,297,man,left
Keebwa Maetiu,Kiribati,,,36,1. 1. 1990,,,,,woman,right
Yedigaryan Tatevik,Armenia,,,35,24. 12. 1990,,,,,woman,right
Aysin Timur,Uzbekistan,,,30,15. 4. 1995,,,,,man,right
Aouchiche Omar,Algeria,,,33,18. 2. 1993,,,,,man,right
Barr Shane,Hong Kong,,,56,21. 10. 1969,,,-,1343,man,right
Hatakka Serena,Finland,,,21,1. 1. 2005,,,,,woman,right
Chidekh Clement,France,,,24,13. 6. 2001,187,184,196,192,man,right
Schuster Eleanor,Samoa,,,,,,,,,woman,right
Funnemark Kaja,Norway,,,33,3. 4. 1992,,,,,woman,right
Oktiabreva Alisa,Russia,,,,,325,286,,,woman,right
